length_cm,AMERICAN PLAICE,COD(ATLANTIC),HERRING(ATLANTIC),ATLANTIC HALIBUT ,REDFISH UNSEPARATED,"TURBOT, GREENLAND HALIBUT",HADDOCK,SANDLANCES,SILVER HAKE,SPINY DOGFISH,WHITE HAKE,WITCH FLOUNDER,YELLOWTAIL FLOUNDER,YEAR
64,,,,,,,,,,,48773.66853,,,2002
65,,54188.85268,,,,177838.9778,,,,7197.28096,,,,2002
66,,,,61079.43306,,,,,,7499.838987,51797.39614,,,2002
67,,,,60872.97921,,111798.7588,,,,43533.92949,89237.7847,,,2002
68,,,,,,,,,,8139.306868,134648.0155,,,2002
69,,,,,,,,,,8476.605744,,,,2002
70,,,,73485.01974,,,,,,17651.73711,60999.1018,,,2002
71,,70776.77108,,48902.15838,,,,,,60373.56902,,,,2002
72,,,,50993.5899,,,,,,87415.14295,,,,2002
74,,,,55395.94799,,,,,,10346.2624,,,,2002
75,,,,,,,,,,49179.90177,144529.5133,,,2002
76,,,,,,,,,,89002.07429,,,,2002
77,,,,126832.0666,,,,,,118261.2205,,,,2002
78,,,,,,,,,,144373.3699,,,,2002
80,,,,142776.5478,,,,,,119009.1037,,,,2002
81,,,,,,,,,,123514.5705,,,,2002
82,,,,237061.4433,,,,,,14016.28927,,,,2002
83,,,,121131.2783,,,,,,,,,,2002
84,,,,,,,,,,,32457.09684,,,2002
86,,,,173255.3215,,,,,,,,,,2002
87,,,,135252.8942,,,,,,76654.62822,,,,2002
97,,,,201159.1023,,,,,,,,,,2002
99,,,,138216.1447,,,,,,,,,,2002
128,,,,499617.9402,,,,,,,,,,2002
149,,,,734841.9881,,,,,,,,,,2002
4,,,,,6167.619185,,,,,,,,,2003
5,9603.471741,,,,30377.38258,,,116603.0819,,,546.2902964,,490.0221299,2003
6,71688.91367,1351.839255,,,102405.0996,,,1107355.924,,,,733.3540706,2934.296479,2003
7,121545.2536,13327.64232,,,255177.6631,,416.5111231,770306.3187,,,,6350.378803,3290.298281,2003
8,22074.89482,2517.48283,,,285555.9674,,2384.763383,667674.7143,,,1105.91023,25777.2873,4428.061337,2003
9,34739.05753,,,,159608.9325,,4329.482012,203698.3827,,,,51012.17511,,2003
10,124702.076,21541.32789,,,73839.04042,,7914.136515,150863.5344,,,,14097.13934,,2003
11,128424.0579,,,,86306.91345,,,232372.3536,,,,25329.86182,10413.60878,2003
12,238464.4704,,,,245434.039,,,354142.8102,1493.660513,,,27997.05325,8441.700571,2003
13,733003.0045,12908.10837,,,333770.423,,,800767.1174,12461.4432,,,10788.40188,36152.96571,2003
14,743896.296,,,,388557.12,,,1445155.327,138663.254,,,36958.02481,36722.30834,2003
15,1135434.759,25634.92011,,,354342.5837,60262.12977,,5893154.429,389760.5852,,,30467.11113,11629.8021,2003
16,1373784.751,54864.43313,125076.1625,,678824.4743,403368.8974,2828.427278,20687636.8,1466148.864,,,60035.22758,151047.9139,2003
17,1650529.075,,33577.54398,,983596.9344,799230.9924,11031.71086,44431570.27,5850056.858,,,63837.35259,244203.6024,2003
18,2597057.257,,128173.5496,,2175696.742,700059.3357,53827.63699,50357132.58,9557590.333,,,176165.4938,407045.8395,2003
19,2874418.173,,263336.7286,,4073308.539,402946.2117,103754.8811,66123056.4,9161587.686,,,222721.7531,461224.2607,2003
20,2609250.182,32612.4863,,,5250684.301,97624.00994,176769.2729,115740593.3,7211185.469,,,322749.9365,1038852.325,2003
21,2766588.792,63828.22369,389553.332,,10883570,14211.4131,280330.6168,107796099,2266446.942,,6862.95751,235493.4064,1240114.737,2003
22,3223901.203,39435.05293,600651.6236,,7630979.889,,344486.9636,128810127.9,776632.6024,,14753.25659,520639.3154,1974973.79,2003
23,3520114.2,38030.05758,2011464.14,,7786913.368,,619817.3353,105983543.3,1012662.472,,15774.08942,685395.0592,1757552.014,2003
24,4439184.627,127348.5974,8923188.24,,7523923.88,234668.2672,1336150.045,36055997.75,844784.5238,,16787.52375,777775.9611,2292965.103,2003
25,4975336.694,139199.4649,24818582.5,,4946571.62,511538.1354,1761608.71,21653211.91,1353805.27,,83711.11256,1119878.287,2225432.864,2003
26,4253863.746,261956.9025,54213702.14,,4139162.015,434080.3813,2544530.466,4928157.824,2399813.884,,115488.2594,1344008.156,2202804.255,2003
27,4260357.045,248055.5487,86984542.12,,2056947.948,338552.9481,3539644.505,2495537.319,3759624.498,,45441.77517,1271677.326,1984794.33,2003
28,4422114.182,103439.6584,223095289.2,,1869754.845,268779.3463,3821423.153,42711.8222,3440913.814,,100954.6686,1315954.853,1697759.676,2003
29,4954375.44,478410.3784,532153682.3,,1419030.641,65652.76138,6439053,,2755569.133,,198069.8753,1141843.515,1617496.091,2003
30,5194036.949,376319.6282,605840608.6,,2210031.488,118698.4757,10008202.83,,2818294.799,15936.98155,128615.7474,1159463.744,1577804.868,2003
31,3999548.814,391396.8986,406549505.5,22968.99496,3135480.119,115708.9776,10964067.29,,1400306.643,,289771.9613,1002736.596,1180199.502,2003
32,4365369.467,317637.4578,,,3996993.886,64608.1787,15298486.72,,773197.6048,,319123.3525,1039086.133,998333.5578,2003
33,3640801.027,449576.5594,389230877.7,,3224070.033,,12593540.17,,396669.6693,,370948.7947,841372.428,731196.6356,2003
34,2751682.373,426414.2944,137577659.3,,3467790.198,111734.5025,9745921.001,,256149.9314,,277637.2308,734868.176,343108.6795,2003
35,2642145.986,259886.9537,53459925.44,,3572970.334,152361.9717,6831420.064,,196114.626,,369911.8506,567516.9676,311090.6964,2003
36,3692550.147,255688.9957,1758787.192,,3082478.941,41801.61933,5125997.663,,52966.88665,37129.51022,382742.2486,409803.8361,137298.7405,2003
37,2577026.488,158526.7911,1933700.856,,1716049.049,244520.8989,2531222.704,,115467.5809,,433560.5971,328274.1023,119591.5,2003
38,2502168.982,273619.8812,218688.037,,1274838.097,212292.666,2668189.874,,28522.30672,,474168.4954,217227.7635,32429.83485,2003
39,1821097.087,437443.766,,,442084.7099,330198.3881,2154112.908,,53579.14314,,547342.8874,173446.1179,20693.85081,2003
40,1371468.344,417778.4493,,,169342.7099,513534.4925,2011036.919,,138922.5037,,493940.949,241188.7482,,2003
41,852502.3315,667578.2503,,22188.12074,199517.8276,648920.4406,1840136.95,,74208.94527,,413837.1188,83986.66612,,2003
42,911542.9779,793967.2593,,20044.07975,154069.1192,538099.3336,1397042.059,,,25638.97019,396085.016,41882.80236,,2003
43,410965.6558,378772.7254,,,129640.2783,650256.1113,911491.5127,,,75257.54531,227020.9476,58006.73571,,2003
44,610752.9808,608425.3172,,,59199.23695,342841.8702,1005667.516,,65092.86033,,129686.0677,,,2003
45,366081.1249,647314.6806,,11012.15229,,251124.0024,731212.9379,,,28833.67733,229875.1064,20031.69115,,2003
46,451030.5201,435755.0353,,29151.10943,,116332.0021,772799.0506,,52231.2113,,129803.41,20731.52697,,2003
47,190538.226,273168.2951,,42274.16651,,285451.8579,393429.782,,,31233.17883,139569.1619,42911.27851,,2003
48,89481.86664,322063.7219,,,,133841.7551,532085.5093,,,59305.50682,174114.9631,,,2003
49,105424.8761,266705.9662,,,,228668.236,464215.1541,,,185331.1614,176064.3712,19299.15932,,2003
50,,259722.1586,,35614.68091,,65948.28404,246844.2287,,58394.24066,193117.3698,169545.1141,,,2003
51,39755.73226,79618.38627,,,,145115.7825,180734.2986,,,67097.23188,80020.07653,,,2003
52,25861.04098,389264.7002,,,,,168346.3478,,67505.81269,139913.517,65101.26027,,,2003
53,,338989.5525,,,,74246.07123,291266.546,,,145912.5564,69339.3031,,,2003
54,,147729.8902,,,,,76225.81166,,,304403.5899,100554.1888,,,2003
55,61138.12836,179766.7899,,54927.29007,,,30233.12858,,,317582.3622,65515.52989,,,2003
56,,472284.4631,,89005.97927,,109632.0721,122505.0856,,,82845.20309,165806.8781,,,2003
57,,,,,,,43181.90246,,,86454.45667,204714.2772,,,2003
58,,93300.81361,,18349.0072,,48218.38428,54908.50346,,,270683.8609,46863.2567,,,2003
59,,234636.6912,,,,,10575.15185,,,,39466.60589,,,2003
60,,380898.8959,,20011.7459,,44495.20613,,,,196571.0478,,,,2003
61,,,,50877.75662,,,12380.8738,,,42673.98106,29549.45512,,,2003
62,,56585.80525,,69619.78967,,,25622.03086,,,,64675.90122,,,2003
63,,35359.8369,,,,,13255.52892,,,111712.5304,14785.06125,,,2003
64,,146634.5001,,,,,,,,165053.6584,48970.33999,,,2003
65,,,,,,,,,,243210.8393,24583.95418,,,2003
66,,189069.3801,,25989.56526,,,,,,359231.7632,42409.70198,,,2003
67,,42191.2408,,,,,,,,793728.5487,38041.74828,,,2003
68,,43860.63527,,,,,,,,747058.1052,,,,2003
69,,,,,,,,,,250499.4168,,,,2003
70,,196043.0605,,,,,36552.21607,,,1411070.334,,,,2003
71,,,,99603.76898,,,,,,1482426.431,,,,2003
72,,,,,,,,,,2059752.366,32818.48477,,,2003
73,,54747.81584,,,,,,,,1739513.11,,,,2003
74,,,,,,,,,,2001092.242,,,,2003
75,,,,,,,,,,1018933.133,,,,2003
76,,,,232848.956,,,,,,2169687.469,,,,2003
77,,,,130445.6347,,,,,,1289558.301,,,,2003
78,,,,,,,,,,498827.7144,,,,2003
79,,,,,,,,,,439215.1491,,,,2003
80,,,,,,,,,,562181.2751,,,,2003
82,,232626.1581,,,,,,,,240505.7148,,,,2003
83,,,,,,,,,,137948.2275,,,,2003
84,,84522.17078,,,,,,,,143144.5048,,,,2003
86,,,,,,,,,,153975.9914,,,,2003
90,,,,162709.2686,,,,,,,,,,2003
91,,,,212536.6025,,,,,,,,,,2003
5,799.6433347,,,,1796.166836,,355.5654969,,,,,,,2004
6,,22442.12813,,,,,683.8408888,191.8183512,,,,,,2004
7,3444.721916,19030.00949,,,25843.56584,,138.5383044,36388.78588,,,1137.002399,,1839.303138,2004
8,23608.44298,10019.97386,,,149040.1147,,2788.570905,55832.11033,1497.445476,,,5490.736121,17404.22752,2004
9,140790.133,,,,518737.6958,,17262.81532,172472.9961,2323.381266,,,13972.45869,116936.7517,2004
10,471771.8645,,,,1057300.088,,31529.9064,719430.8299,11601.20879,,,18762.85597,257419.3278,2004
11,405429.4811,15885.18248,,,917251.4184,,11260.60014,2166767.406,27239.46542,,,10830.24405,250044.5482,2004
12,511729.66,,,,593945.1058,,5532.807218,2966809.863,53475.55577,,,,476199.9297,2004
13,447482.0285,,,,178863.7436,,,2780103.016,79507.60568,,,,899045.4128,2004
14,655271.1241,12580.68803,,,171712.959,5887.384806,,4121233.654,47913.46386,,,,1082388.717,2004
15,997115.3222,4727.55318,,,210845.2719,6511.78078,,3851111.484,107693.2352,,,10950.74521,415517.8204,2004
16,1725836.166,,,,252847.5673,,,5265931.911,345322.1293,,,5893.460723,192475.3204,2004
17,2108434.166,16017.01667,,,522306.163,36604.48017,,11202275.54,832329.6079,,,32449.7438,232552.086,2004
18,3018932.063,23960.48457,,,1185801.219,91237.85114,33938.86395,24103095.37,1244748.351,,,104001.501,453579.5839,2004
19,2889717.531,51806.07636,63283.37154,,1380914.466,76743.15155,128167.3435,47058233.57,1933626.731,,,40289.51251,728447.2489,2004
20,3760587.874,26936.90338,,,2023242.585,62154.18185,228773.6728,83798189.74,2051148.241,,,115391.0738,1238714.753,2004
21,3287476.676,107431.3443,37064.51519,,2632077.87,46778.97099,182975.6246,93977210.52,1380849.477,,,129149.5695,2421835.669,2004
22,4782031.708,112110.8428,,,3788901.19,,234885.1234,115179022.3,1897414.312,,,139371.2668,3134818.921,2004
23,4552803.264,135699.4814,2872577.794,,4528832.724,14218.95141,158245.879,92707556.55,5071167.927,,19252.7196,238789.4179,4531854.721,2004
24,5921273.643,142658.894,4189386.405,,5000287.257,60491.67112,79789.29493,95673164.43,5766536.28,,8677.334727,251793.6413,4757725.948,2004
25,5341139.446,338349.9695,1764952.839,,6323741.596,168795.6956,71449.94731,41694575.81,11931207.45,,,260333.0343,4880467.488,2004
26,4887264.263,320457.8545,25378425.96,,8057330.5,351453.9396,186427.5757,14108122.45,19819717.89,,31515.62397,485737.584,4704762.114,2004
27,4147607.317,289782.4583,206421925.9,,6571414.396,373021.1609,382847.6487,15387558.18,21385789.95,,10308.58441,491884.892,5300207.564,2004
28,4698480.307,196373.9337,477052058,22929.83256,4989473.644,218957.4046,715514.1453,,22652298.19,,7356.410762,404324.5791,5178289.03,2004
29,3650127.771,404766.3503,699646229.6,22663.13753,3672208.053,176507.8658,904601.2266,,13441331.3,,107187.3295,654261.3458,4432021.674,2004
30,3495453.141,437652.4806,859743462.2,23259.59075,2919048.451,136632.4994,1695855.427,,9062733.003,,101451.1331,712557.1306,3329303.984,2004
31,2977709.126,406717.0872,565178975.4,23416.88942,3467923.964,80064.77516,3276607.945,,9512729.008,,197222.3375,743078.1653,2699778.381,2004
32,3201952.222,601755.2964,,,1695497.679,173854.2188,6026392.138,,7327453.78,,288228.3944,680635.6225,2311011.569,2004
33,2860568.507,421273.299,336972677.3,,1702332.432,178651.7821,8328282.133,,2078279.761,,360532.4268,731173.7471,1478820.463,2004
34,2334645.742,433690.7515,145374707.4,,1349377.912,193671.3929,8892872.818,,1205016.19,,307046.1177,448414.8728,928088.6381,2004
35,2461134.724,299678.7609,76018745.64,53443.05187,1332988.337,224018.5241,9958946.217,,789354.4451,,575568.0054,614020.7103,681344.8637,2004
36,1913104.065,408729.5524,21720336.21,,1553704.102,126719.7694,8799501.99,,445437.2732,,296507.0705,494362.3434,406577.3463,2004
37,2272664.583,448315.36,5765033.705,,981890.3334,113516.6335,6985772.528,,141770.337,,238203.6586,351043.4048,402095.2912,2004
38,1867631.659,318773.2733,234668.8577,63053.2777,515122.2217,56300.78317,6424591.924,,49071.66397,,267502.6191,298507.0684,159030.7079,2004
39,1102089.892,517495.2102,,,504753.8528,146177.4281,4771996.17,,131973.008,,253858.5737,262279.0723,127221.2321,2004
40,1517111.871,187625.979,,16399.58497,277931.325,198059.1845,3678986.067,,38181.46583,,400263.8569,127572.6119,116320.8505,2004
41,1061392.173,374188.1441,,21697.93065,325535.0061,159440.3099,2132247.746,,157063.6592,,176705.3623,93311.96545,,2004
42,1026613.08,145782.0454,,9357.403169,139569.3062,238110.5157,1741482.658,,,,199690.5565,209820.2914,,2004
43,910388.6481,133083.9584,,,68152.81565,358533.3211,769206.9839,,,,202192.6187,56161.84913,,2004
44,733888.3292,168084.5167,,51747.43321,31624.68456,333989.5219,909006.4476,,21281.038,,210652.2364,57912.26668,,2004
45,1112497.556,256269.3848,,94687.58532,37862.5695,358021.1124,551732.4176,,101542.5762,,117083.2245,21583.85367,,2004
46,364174.4685,333869.4476,,35047.15458,39922.22212,378204.4287,293459.6064,,,,96806.51393,107054.7288,,2004
47,230854.6347,202634.5162,,,,510578.0436,524244.8754,,,,145519.0656,41352.44466,,2004
48,75616.60728,145188.1066,,,,138814.7544,192685.6058,,,,104144.6099,,,2004
49,79132.38256,230299.9497,,,,366643.8832,227507.0534,,,,36344.0926,,,2004
50,65344.9998,118547.1943,,92405.92863,,315619.1003,220162.2464,,,,122571.6796,,,2004
51,,86702.06266,,,,333094.9609,112930.4807,,,,137579.0948,,,2004
52,27093.58099,153493.0531,,,,378848.8423,98744.72433,,,,20652.49508,,,2004
53,,173655.1408,,,,136895.0672,68490.12241,,,,21055.8278,,,2004
54,,237201.795,,33286.44052,,,36862.13607,,,,9764.875048,,,2004
55,,112994.512,,15049.26511,,109510.1385,19117.20404,,,,32782.44918,,,2004
56,,137254.9729,,15697.69965,,37569.44951,43746.00769,,,,191260.4402,,,2004
57,,81656.44278,,,,75013.05682,41295.82288,,,,46913.10635,,,2004
58,,30809.99281,,,,82550.44993,,,,,,,,2004
59,,80735.4982,,,,,33158.75372,,,,,,,2004
60,,122408.098,,,,,92065.31187,,,,,,,2004
61,,,,,,,,,,,50473.89748,,,2004
62,,152942.2005,,,,51677.35114,,,,,,,,2004
63,,,,152066.5892,,,95042.86155,,,,,,,2004
64,,40733.80847,,,,,,,,,34028.11821,,,2004
69,,,,55051.19156,,,,,,,59517.5919,,,2004
70,,,,215794.6569,,,,,,55951.38784,,,,2004
73,,,,,,,,,,63160.79481,,,,2004
74,,,,33932.51687,,,,,,65727.83967,,,,2004
75,,,,113347.8514,,,,,,,,,,2004
76,,,,,,,,,,71115.13298,,,,2004
78,,32082.94024,,,,,,,,,,,,2004
79,,,,41483.49095,,,,,,,,,,2004
80,,,,90636.56999,,,,,,,,,,2004
81,,,,44840.61717,,,,,,,,,,2004
82,,,,97898.70676,,,,,,,,,,2004
85,,,,425484.919,,,,,,,,,,2004
86,,,,181686.3872,,,,,,,,,,2004
107,,,,263476.1786,,,,,,,,,,2004
2,,,,,,,,,15.5117575,,,,,2005
3,,,,,72.09422273,,,,,,,,,2005
4,,,,,10362.72333,,,,,,,,187.4204633,2005
5,9410.695528,,,,82729.91308,,,461.6705575,,,,,,2005
6,8070.535774,5470.229919,,,26660.29307,,91.31420002,1034.028006,,,,,1011.050053,2005
7,29561.80003,3736.061568,,,150040.1032,,28177.762,2070.061196,,,,6432.406463,1893.917612,2005
8,28195.22962,,,,1400316.318,,114859.9044,1196.443378,,,,15483.95744,4890.374395,2005
9,216547.1378,,,,4037438.98,,141655.4443,1783.819182,,,662.7913264,127996.642,2410.143966,2005
10,410192.0118,,,,3074482.605,,64157.09036,,3908.222656,,,312450.848,36564.20995,2005
11,383752.8277,,,,1450435.719,,13237.71845,12151.059,,,,88013.02638,57538.59765,2005
12,1258126.2,,,,346511.0638,,2204.985203,213483.833,18909.61612,,,42676.34342,90098.71231,2005
13,1888130.747,32174.85998,,,126886.2133,,,1231165.329,499756.5427,,,9848.088874,67516.92134,2005
14,1502969.142,7285.05667,8622.394529,,437011.7094,,,1319897.363,2924795.674,,,46262.35157,145603.0102,2005
15,1199054.387,,66504.37784,,587823.0027,35665.37589,1971.332794,6767178.903,7714556.034,,,73598.29199,227224.1493,2005
16,1298991.466,75159.17963,182853.9586,,991821.1823,283079.5279,,12609572.09,6765966.538,,,125373.8422,194321.3898,2005
17,1655758.643,109553.4101,384734.6348,,2366728.591,844308.2961,5428.08829,39774292.42,3815117.599,,10644.72436,34137.63424,382730.2428,2005
18,2079985.701,95000.88461,552000.9485,,4120865.797,1025520.57,21517.20199,105548489.6,3480574.68,,11235.4095,27517.09272,503614.1804,2005
19,2279703.802,231351.2344,470510.6239,,6399107.06,321841.1237,88511.27569,214274628.2,2426792.922,,,59068.7285,906193.4302,2005
20,3647220.762,405580.8579,,,9143722.284,9471.527563,129480.6887,325295259.1,1930718.127,,,120776.417,1537185.264,2005
21,4269208.626,343434.3963,130206.0837,,6215040.871,28929.03137,402064.4726,265120641.9,864217.0262,,,117219.8506,2264633.785,2005
22,5036176.414,338645.9588,222836.4637,,5535243.085,31907.88841,581784.2491,186979826.9,584160.1197,,,224351.0591,2539794.335,2005
23,5165938.996,248801.5993,1304313.529,,4986239.613,216491.6213,405718.2623,133130365.2,421138.9174,,7984.287425,281118.2413,3157222.772,2005
24,6229288.357,377002.7803,651956.9876,,7158688.357,733952.7036,297033.2576,82419841.13,1123399.678,,17026.99911,592709.4406,3272963.774,2005
25,6243518.422,330037.6481,3230157.044,,9329854.403,1110660.355,164329.0042,37952677.21,1788756.649,,38495.98513,590649.3041,3149310.267,2005
26,6800715.783,451161.6992,11706930.28,,9147750.659,637945.9955,59892.58434,7571374.695,2863764.603,,67423.23791,913755.4565,3163898.891,2005
27,5715881.961,452963.0775,24640702.68,,8051558.65,530327.3477,191520.6606,2903257.618,3204069.449,,40864.73625,939315.8069,2933477.703,2005
28,6026131.281,540629.6684,57487498.88,15080.17242,5537667.728,136075.6615,188713.609,,3061598.932,,143976.6719,1253219.298,3132517.474,2005
29,5099591.758,407794.0249,88917573.51,,5173083.642,149501.67,280236.9554,,2328216.377,,161575.4131,1257531.667,2547964.686,2005
30,3921705.637,484591.4055,114212916.2,,4869379.193,641974.6424,405336.0578,,1449089.122,,239146.3115,1467214.805,2476170.598,2005
31,4009693.678,527583.4138,97415281.27,23001.39824,5072004.308,672659.2455,911399.8427,,929659.5137,,129472.1074,1467326.722,2168347.261,2005
32,3618539.958,388097.2019,,,4000437.188,1342634.548,1771646.266,,599893.8521,,229390.3971,1637802.423,1423382.414,2005
33,3120379.135,409147.8245,68495767.93,23958.04303,3743276.511,976211.5597,2333137.457,,416824.3158,,216222.7478,1248375.511,1560377.942,2005
34,3096949.751,719851.9231,34033088.67,34580.22755,3664307.945,608151.2762,3926419.696,,227163.8857,,341906.5912,1223129.618,1060678.682,2005
35,2627490.54,563598.0022,22937137.11,,3677232.551,607307.5293,6810572.647,,98501.13046,,517376.2633,1187816.99,888450.3825,2005
36,2943312.763,590444.4863,7424524.478,,3035471.77,736848.0331,6155587.606,,110191.7353,,295036.2367,751489.4389,362201.5671,2005
37,1733792.018,618477.7511,2174267.418,14032.72453,2359051.144,719644.3048,6228363.421,,24667.89779,,377036.2277,462579.6152,322819.2095,2005
38,1869330.447,606044.2497,,18905.52654,1635182.471,857176.3744,5522262.9,,5288.311174,,644894.4789,655962.2418,69872.41932,2005
39,1266935.544,493070.8249,,,791462.2928,494039.1882,6020834.645,,65702.83019,,371198.2748,627978.5313,44954.97855,2005
40,1006399.96,431105.5302,,,779315.6609,622737.8014,3378106.555,,64290.01203,,659312.1529,212059.8406,80604.76258,2005
41,842908.7728,414504.8374,,29618.13109,469074.7886,615714.8181,3082264.199,,,,541722.0355,168614.38,93807.30625,2005
42,780566.1274,516300.3971,,15522.7857,,288109.3559,2675420.837,,,,604447.9584,146271.1404,,2005
43,437499.7089,344871.8872,,15997.7384,32003.82136,378880.2597,2197052.726,,35575.70985,,590700.9332,147455.2448,,2005
44,263434.3305,326109.3341,,,33804.97077,212406.4808,1116620.736,,,,725644.5256,14714.96868,25235.50645,2005
45,222567.3936,230288.0631,,,35654.53437,216679.6251,886054.4498,,,,851429.1496,155521.0267,,2005
46,268329.9955,414955.0388,,,135793.8027,276419.8739,724968.1807,,40248.04953,,503996.5707,18778.94553,,2005
47,116351.5782,337625.8474,,24744.06874,,683558.7561,306110.0585,,,,309399.8851,,,2005
48,23340.08244,369157.3355,,,,545293.2426,316246.8928,,,,377007.1172,,,2005
49,,477973.4434,,,,662580.6288,349649.545,,,,118560.911,,,2005
50,,334947.4738,,20412.9776,,593349.063,149926.9429,,,28876.6688,450020.2897,,,2005
51,,296721.6469,,,,570901.0116,23904.28094,,,,558284.3744,56217.83753,,2005
52,,265044.6999,,13372.7978,,523451.734,67940.43243,,,,120497.983,,,2005
53,,229705.2161,,,,461433.695,9375.526089,,,,222002.4065,,,2005
54,,302520.3868,,,,212103.7223,42047.12448,,,,273049.921,,,2005
55,,208819.601,,,,160790.1381,29289.57623,,,64351.82147,84629.25828,,,2005
56,,160750.1566,,67251.49711,,171623.926,10445.89223,,,37504.09827,58581.70037,,,2005
57,,36658.97715,,,,102864.5053,31750.9751,,,39193.84727,79128.86203,,,2005
58,,185624.6089,,39670.54514,,213099.3109,11221.50808,,,,156818.3285,,,2005
59,,99545.10711,,29652.171,,,20257.05291,,,33949.27592,28223.49535,,,2005
60,,112403.1352,,,,,52937.55352,,,160445.5807,78603.58756,,,2005
61,,90258.02939,,43945.71443,,118591.8618,,,,37079.90015,29878.73764,,,2005
62,,,,,,,,,,77495.96858,,,,2005
63,,138866.9999,,,,,,,,41180.87839,,,,2005
64,,,,,,46508.66472,,,,148974.8636,,,,2005
65,,,,,,,,,,44183.27861,,,,2005
66,,116016.7259,,,,,,,,,29126.7942,,,2005
67,,350410.8681,,,,,,,,48182.11628,,,,2005
68,,196147.5564,,,,,,,,100597.6821,29712.40805,,,2005
69,,,,,,,,,,209983.2764,,,,2005
70,,,,43923.55105,,,,,,452493.4402,,,,2005
71,,,,164258.6697,,,,,,186323.1827,,,,2005
72,,,,,,,,,,726725.3581,,,,2005
73,,75964.81254,,,,,,,,513144.2814,,,,2005
74,,,,,,,,,,534794.1159,,,,2005
75,,171388.8672,,,,,,,,557180.5523,,,,2005
76,,,,120823.2257,,,,,,491732.5345,,,,2005
77,,,,,,,,,,403881.5095,,,,2005
78,,,,,,,,,,609009.3119,,,,2005
79,,,,69014.40219,,,,,,605639.6965,,,,2005
80,,,,,,,,,,678487.9978,,,,2005
81,,72982.55573,,,,,,,,342639.4258,,,,2005
82,,,,,,,,,,201307.887,123737.864,,,2005
83,,,,,,,,,,330512.9051,,,,2005
84,,,,,,,,,,192173.7424,,,,2005
89,,,,104833.3165,,,,,,,,,,2005
92,,,,225286.0967,,,,,,,,,,2005
94,,,,235678.6516,,,,,,137795.6189,,,,2005
96,,,,258013.3765,,,,,,,,,,2005
106,,,,244761.8941,,,,,,,,,,2005
131,,,,509503.9936,,,,,,,,,,2005
139,,,,602303.9465,,,,,,,,,,2005
162,,,,954938.4302,,,,,,,,,,2005
3,,,,,92.61904235,,,,,,,,,2006
4,913.9333727,,,,725.784753,,,,,,,,,2006
5,,3588.556475,,,2820.098062,,144.2980207,,,,,,,2006
6,1866.952413,8351.047296,,,3782.833177,,58714.04529,818.4868381,,,,,,2006
7,3656.35154,,,,12092.63397,,576491.712,5677.485341,1371.67339,,,,,2006
8,9962.781974,7997.484329,,,42573.68431,,1187852.498,3442.366715,,,,1631.468378,1713.349587,2006
9,30352.48419,3282.961762,,,197989.2937,,965407.5499,11698.8908,,,,,17416.26036,2006
10,58695.02899,,,,913974.4982,,402092.7092,1589.000521,,,,12417.69194,67745.48137,2006
11,141997.131,14926.33893,,,2374745.402,,208140.0315,8784.86917,,,,26011.92851,77437.0747,2006
12,226913.5535,5288.772508,,,9385914.582,,342257.2372,34231.57998,10983.53038,,,19208.35145,179706.39,2006
13,280078.5095,,,,26883771.03,,29556.62376,186653.1225,21380.2438,,,25519.12172,134814.0499,2006
14,436529.4982,6488.41762,,,23467108.37,,4347.400201,1762931.554,126778.3226,,,4598.384105,206278.3454,2006
15,416852.2582,,,,8546367.22,,,4188490.591,472635.866,,,30036.65097,411840.1703,2006
16,928770.5813,,,,8483314.902,46350.8466,,9197450.639,1261408.815,,,92619.70175,345407.9844,2006
17,780937.0989,,,,11563164.56,509169.8304,,17953968.81,3544061.096,,,168255.437,467362.639,2006
18,1448678.301,,,,8842566.796,1062686.439,4275.494473,35109176.09,8338979.792,,35567.18845,204599.1931,608601.9695,2006
19,2198634.127,24639.59352,,,12396256.3,925001.8983,30637.24228,50238904.18,13268229.51,,46406.31441,113620.6863,1261145.159,2006
20,2525460.823,146133.6796,,8031.829268,8192785.078,510423.6083,122985.5574,85502443.09,15089401.31,,48529.68264,263545.9603,1976378.137,2006
21,2347167.027,47348.97151,,8517.882519,5021723.99,46918.10709,189525.7029,161912119,9914587.974,,41517.86727,175154.8636,2171638.004,2006
22,4191768.207,124759.4352,,,5744312.537,59065.18961,92254.36488,152743150.6,5727098.971,,108250.662,428410.9591,4658048.042,2006
23,4137326.112,612790.5166,5839794.015,,4441075.15,25017.47349,591553.8363,64444011.21,4241925.725,,34683.45662,252013.5076,4432313.687,2006
24,4688625.966,957672.0168,17722788.98,,3134214.406,64919.69843,559751.3743,61536299.61,3976123.189,,,437710.0929,6166659.69,2006
25,7350162.87,1668008.462,46896316.69,14253.60774,2226241.041,121173.7316,322165.5534,13177522.38,5261054.657,,37588.87901,580353.2368,5718414.988,2006
26,7531086.543,1830431.132,60889664.68,,2186381.897,262621.0951,492940.3808,53354.48622,4659296.173,,,660311.744,7411319.925,2006
27,8905687.328,2897820.625,136780251.6,,4197655.039,359634.6901,845132.0404,123808.9447,4710853.938,,52012.7273,915851.2268,7700069.284,2006
28,8822573.616,2769224.87,178344901.2,,4405263.016,157388.1653,2258315.049,,3137816.738,,49326.32499,1044918.714,7008839.107,2006
