V,Country,Division,Species Name,Metric Tonnes
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,ATLANTIC SALMON - SAL,25
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,CUSK (TUSK) - USK,24
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,ALEWIFE - ALE,21
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,AMERICAN EEL - ELA,20
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,TUNAS (NS) - TUN,19
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,FINFISHES (NS) - FIN,17
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,RAINBOW SMELT - SMR,17
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,ATLANTIC HALIBUT - HAL,16
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,STRIPED BASS - STB,14
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,RAINBOW SMELT - SMR,13
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,TUNAS (NS) - TUN,12
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,SKATES (NS) - SKA,10
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,GREENLAND HALIBUT - GHL,9
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,YELLOWTAIL FLOUNDER - YEL,9
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,MARINE CRABS (NS) - CRA,9
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,SKATES (NS) - SKA,9
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,MARINE WORMS (NS) - WOR,7
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,AMERICAN CUPPED OYSTER - OYA,7
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,RAINBOW SMELT - SMR,7
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,SOFT CLAM - CLS,4
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,SKATES (NS) - SKA,4
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,AMERICAN EEL - ELA,4
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,ATLANTIC SALMON - SAL,4
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,WINTER FLOUNDER - FLW,3
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,GREENLAND HALIBUT - GHL,3
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,PELAGIC FISHES (NS) - PEL,3
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,LARGE SHARKS (NS) - SHX,3
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,FINFISHES (NS) - FIN,3
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,AMERICAN EEL - ELA,3
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,TUNAS (NS) - TUN,2
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,WINTER FLOUNDER - FLW,1
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,GREENLAND HALIBUT - GHL,1
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,STURGEONS (NS) - STU,1
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,LARGE SHARKS (NS) - SHX,1
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,LARGE SHARKS (NS) - SHX,1
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,FINFISHES (NS) - FIN,1
1969,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC REDFISHES (NS) - RED,2327
1969,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC HERRING - HER,2114
1969,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC COD - COD,1445
1969,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC REDFISHES (NS) - RED,631
1969,CANADA NEWFOUNDLAND - CAN-N,4VS,AMERICAN PLAICE - PLA,480
1969,CANADA NEWFOUNDLAND - CAN-N,4VS,WITCH FLOUNDER - WIT,386
1969,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC COD - COD,365
1969,CANADA NEWFOUNDLAND - CAN-N,4W,ATLANTIC HERRING - HER,261
1969,CANADA NEWFOUNDLAND - CAN-N,4VN,AMERICAN PLAICE - PLA,217
1969,CANADA NEWFOUNDLAND - CAN-N,4VN,WITCH FLOUNDER - WIT,115
1969,CANADA NEWFOUNDLAND - CAN-N,4VS,HADDOCK - HAD,64
1969,CANADA NEWFOUNDLAND - CAN-N,4VN,HADDOCK - HAD,24
1969,CANADA NEWFOUNDLAND - CAN-N,4VS,POLLOCK (SAITHE) - POK,17
1969,CANADA NEWFOUNDLAND - CAN-N,4VN,WOLFFISHES (CATFISH) (NS) - CAT,10
1969,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC HALIBUT - HAL,8
1969,CANADA NEWFOUNDLAND - CAN-N,4VS,WOLFFISHES (CATFISH) (NS) - CAT,5
1969,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC HALIBUT - HAL,5
1969,CANADA NEWFOUNDLAND - CAN-N,4VN,GREENLAND HALIBUT - GHL,5
1969,CANADA NEWFOUNDLAND - CAN-N,4VN,POLLOCK (SAITHE) - POK,4
1969,CANADA NEWFOUNDLAND - CAN-N,4VS,GREENLAND HALIBUT - GHL,1
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,4VS,ATLANTIC HERRING - HER,13031
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,4VN,ATLANTIC HERRING - HER,8996
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,4X,ATLANTIC HERRING - HER,1010
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,4VS,ATLANTIC COD - COD,630
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,4W,ATLANTIC HERRING - HER,156
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,4VS,ATLANTIC REDFISHES (NS) - RED,70
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,4VN,ATLANTIC REDFISHES (NS) - RED,28
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,4VN,POLLOCK (SAITHE) - POK,16
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,4VN,GROUNDFISHES (NS) - GRO,2
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,4VS,GROUNDFISHES (NS) - GRO,2
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,4VS,ATLANTIC MACKEREL - MAC,1
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,4VN,ATLANTIC MACKEREL - MAC,1
1969,FRANCE MAINLAND - E/FRA-M,4VN,ATLANTIC COD - COD,119
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VN,ATLANTIC REDFISHES (NS) - RED,858
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VS,ATLANTIC COD - COD,217
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VN,HADDOCK - HAD,112
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VN,ATLANTIC COD - COD,110
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VS,ATLANTIC REDFISHES (NS) - RED,75
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VS,HADDOCK - HAD,66
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VS,AMERICAN PLAICE - PLA,43
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VN,WITCH FLOUNDER - WIT,35
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VN,AMERICAN PLAICE - PLA,17
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4X,HADDOCK - HAD,17
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VS,SKATES (NS) - SKA,8
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VN,POLLOCK (SAITHE) - POK,5
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VS,WITCH FLOUNDER - WIT,4
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VN,SKATES (NS) - SKA,4
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VS,ATLANTIC HALIBUT - HAL,4
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VS,WOLFFISHES (CATFISH) (NS) - CAT,3
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4X,ATLANTIC COD - COD,3
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4X,WITCH FLOUNDER - WIT,1
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4VS,POLLOCK (SAITHE) - POK,1
1969,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4X,POLLOCK (SAITHE) - POK,1
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4VS,ATLANTIC HERRING - HER,35226
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4VS,FINFISHES (NS) - FIN,6655
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4VS,ATLANTIC MACKEREL - MAC,1052
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4W,ATLANTIC HERRING - HER,893
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4VS,ATLANTIC REDFISHES (NS) - RED,678
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4W,FINFISHES (NS) - FIN,253
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4W,ATLANTIC MACKEREL - MAC,213
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4X,ATLANTIC HERRING - HER,24
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4VS,SPINY (=PICKED) DOGFISH - DGS,23
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4VS,ALEWIFE - ALE,21
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4W,SILVER HAKE - HKS,20
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4X,FINFISHES (NS) - FIN,15
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4VS,ARGENTINES (NS) - ARG,15
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4W,ATLANTIC REDFISHES (NS) - RED,11
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4W,ARGENTINES (NS) - ARG,8
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4VS,SILVER HAKE - HKS,4
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4X,SILVER HAKE - HKS,4
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4VS,ATLANTIC COD - COD,3
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4W,ATLANTIC COD - COD,1
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,4VS,WOLFFISHES (CATFISH) (NS) - CAT,1
1969,ISRAEL - ISR(NC),4W,ATLANTIC REDFISHES (NS) - RED,80
1969,ISRAEL - ISR(NC),4X,ATLANTIC HERRING - HER,30
1969,ISRAEL - ISR(NC),4X,HADDOCK - HAD,2
1969,ISRAEL - ISR(NC),4W,HADDOCK - HAD,1
1969,ISRAEL - ISR(NC),4X,ATLANTIC COD - COD,1
1969,ISRAEL - ISR(NC),4W,WOLFFISHES (CATFISH) (NS) - CAT,1
1969,ISRAEL - ISR(NC),4X,ATLANTIC MACKEREL - MAC,1
1969,JAPAN - JPN,4X,ARGENTINES (NS) - ARG,831
1969,JAPAN - JPN,4VS,ARGENTINES (NS) - ARG,262
1969,JAPAN - JPN,4VS,ATLANTIC REDFISHES (NS) - RED,216
1969,JAPAN - JPN,4W,ARGENTINES (NS) - ARG,163
1969,JAPAN - JPN,4X,SILVER HAKE - HKS,114
1969,JAPAN - JPN,4X,FINFISHES (NS) - FIN,96
1969,JAPAN - JPN,4VS,SILVER HAKE - HKS,75
1969,JAPAN - JPN,4X,ATLANTIC COD - COD,34
1969,JAPAN - JPN,4W,SILVER HAKE - HKS,34
1969,JAPAN - JPN,4W,ATLANTIC REDFISHES (NS) - RED,24
1969,JAPAN - JPN,4X,HADDOCK - HAD,17
1969,JAPAN - JPN,4VS,FINFISHES (NS) - FIN,17
1969,JAPAN - JPN,4X,ATLANTIC HALIBUT - HAL,15
1969,JAPAN - JPN,4X,ATLANTIC HERRING - HER,14
1969,JAPAN - JPN,4X,ATLANTIC REDFISHES (NS) - RED,11
1969,JAPAN - JPN,4W,FINFISHES (NS) - FIN,6
1969,JAPAN - JPN,4VS,ATLANTIC COD - COD,4
1969,JAPAN - JPN,4VS,HADDOCK - HAD,3
1969,JAPAN - JPN,4VS,PORBEAGLE - POR,3
1969,JAPAN - JPN,4W,ATLANTIC HALIBUT - HAL,2
1969,JAPAN - JPN,4W,FLATFISHES (NS) - FLX,2
1969,JAPAN - JPN,4X,ATLANTIC MACKEREL - MAC,1
1969,JAPAN - JPN,4VS,GROUNDFISHES (NS) - GRO,1
1969,POLAND - E/POL,4VS,ATLANTIC REDFISHES (NS) - RED,6894
1969,POLAND - E/POL,4VS,ATLANTIC HERRING - HER,4593
1969,POLAND - E/POL,4VS,FINFISHES (NS) - FIN,860
1969,POLAND - E/POL,4X,ATLANTIC HERRING - HER,262
1969,POLAND - E/POL,4VN,ATLANTIC COD - COD,71
1969,POLAND - E/POL,4X,FINFISHES (NS) - FIN,67
1969,POLAND - E/POL,4VS,ATLANTIC HALIBUT - HAL,35
1969,POLAND - E/POL,4VS,ATLANTIC COD - COD,34
1969,POLAND - E/POL,4VS,GREENLAND HALIBUT - GHL,18
1969,POLAND - E/POL,4VS,ATLANTIC MACKEREL - MAC,15
1969,POLAND - E/POL,4X,ATLANTIC MACKEREL - MAC,12
1969,POLAND - E/POL,4VS,AMERICAN PLAICE - PLA,10
1969,POLAND - E/POL,4VN,AMERICAN PLAICE - PLA,6
1969,POLAND - E/POL,4VN,WITCH FLOUNDER - WIT,5
1969,POLAND - E/POL,4VS,WITCH FLOUNDER - WIT,4
1969,POLAND - E/POL,4VN,ATLANTIC REDFISHES (NS) - RED,4
1969,POLAND - E/POL,4VN,GREENLAND HALIBUT - GHL,2
1969,PORTUGAL - E/PRT,4VN,ATLANTIC COD - COD,307
1969,SPAIN - E/ESP,4VS,ATLANTIC COD - COD,17721
1969,SPAIN - E/ESP,4W,ATLANTIC COD - COD,14584
1969,SPAIN - E/ESP,4X,ATLANTIC COD - COD,8217
1969,SPAIN - E/ESP,4VN,ATLANTIC COD - COD,1649
1969,SPAIN - E/ESP,4W,HADDOCK - HAD,864
1969,SPAIN - E/ESP,4W,POLLOCK (SAITHE) - POK,863
1969,SPAIN - E/ESP,4VS,HADDOCK - HAD,631
1969,SPAIN - E/ESP,4X,HADDOCK - HAD,473
1969,SPAIN - E/ESP,4X,POLLOCK (SAITHE) - POK,195
1969,SPAIN - E/ESP,4VS,POLLOCK (SAITHE) - POK,117
1969,SPAIN - E/ESP,4VS,WHITE HAKE - HKW,27
1969,SPAIN - E/ESP,4X,WHITE HAKE - HKW,7
1969,SPAIN - E/ESP,4W,WHITE HAKE - HKW,1
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,ATLANTIC HERRING - HER,53494
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,SILVER HAKE - HKS,43543
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,ATLANTIC HERRING - HER,12094
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,WITCH FLOUNDER - WIT,7137
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,SKATES (NS) - SKA,4122
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,ATLANTIC MACKEREL - MAC,4042
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,AMERICAN PLAICE - PLA,3876
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,AMERICAN ANGLER - ANG,3170
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,FINFISHES (NS) - FIN,3026
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,ARGENTINES (NS) - ARG,2721
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,ATLANTIC COD - COD,2666
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,SILVER HAKE - HKS,1554
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,RED HAKE - HKR,1344
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,ATLANTIC REDFISHES (NS) - RED,1272
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,SILVER HAKE - HKS,1226
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,ARGENTINES (NS) - ARG,1136
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,YELLOWTAIL FLOUNDER - YEL,985
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,ATLANTIC REDFISHES (NS) - RED,669
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,FINFISHES (NS) - FIN,512
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,AMERICAN PLAICE - PLA,428
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,SKATES (NS) - SKA,269
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,YELLOWTAIL FLOUNDER - YEL,257
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,HADDOCK - HAD,235
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,DOGFISHES (NS) - DGX,223
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,ARGENTINES (NS) - ARG,218
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,ATLANTIC REDFISHES (NS) - RED,211
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,WITCH FLOUNDER - WIT,201
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,MARINE INVERTEBRATES (NS) - INV,129
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,AMERICAN ANGLER - ANG,121
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,ATLANTIC COD - COD,117
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,OCEAN POUT - OPT,89
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,(NORTHERN) SHORTFIN SQUID - SQI,65
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,MARINE INVERTEBRATES (NS) - INV,59
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,FINFISHES (NS) - FIN,40
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,POLLOCK (SAITHE) - POK,33
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,WOLFFISHES (CATFISH) (NS) - CAT,31
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,POLLOCK (SAITHE) - POK,29
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,ATLANTIC HERRING - HER,23
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,ATLANTIC MACKEREL - MAC,22
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,SKATES (NS) - SKA,15
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,ATLANTIC BUTTERFISH - BUT,15
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,SCUP - SCP,14
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,RED HAKE - HKR,13
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4W,WINTER FLOUNDER - FLW,11
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,ATLANTIC MACKEREL - MAC,11
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,WITCH FLOUNDER - WIT,7
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,WINTER FLOUNDER - FLW,5
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,AMERICAN PLAICE - PLA,4
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,AMERICAN ANGLER - ANG,4
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,DOGFISHES (NS) - DGX,4
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,YELLOWTAIL FLOUNDER - YEL,2
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,RED HAKE - HKR,1
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4VS,WINTER FLOUNDER - FLW,1
1969,UNION SOVIET SOCIALIST REPUBLICS - SUN,4X,ATLANTIC COD - COD,1
1969,UNITED STATES OF AMERICA - USA,4X,HADDOCK - HAD,1830
1969,UNITED STATES OF AMERICA - USA,4W,ATLANTIC REDFISHES (NS) - RED,606
1969,UNITED STATES OF AMERICA - USA,4X,ATLANTIC COD - COD,448
1969,UNITED STATES OF AMERICA - USA,4X,POLLOCK (SAITHE) - POK,436
1969,UNITED STATES OF AMERICA - USA,4X,ATLANTIC REDFISHES (NS) - RED,387
1969,UNITED STATES OF AMERICA - USA,4VN,ATLANTIC REDFISHES (NS) - RED,149
1969,UNITED STATES OF AMERICA - USA,4X,AMERICAN PLAICE - PLA,51
1969,UNITED STATES OF AMERICA - USA,4X,WHITE HAKE - HKW,43
1969,UNITED STATES OF AMERICA - USA,4X,WOLFFISHES (CATFISH) (NS) - CAT,41
1969,UNITED STATES OF AMERICA - USA,4X,CUSK (TUSK) - USK,37
1969,UNITED STATES OF AMERICA - USA,4X,WITCH FLOUNDER - WIT,28
1969,UNITED STATES OF AMERICA - USA,4X,YELLOWTAIL FLOUNDER - YEL,19
1969,UNITED STATES OF AMERICA - USA,4X,GROUNDFISHES (NS) - GRO,15
1969,UNITED STATES OF AMERICA - USA,4X,WINTER FLOUNDER - FLW,7
1969,UNITED STATES OF AMERICA - USA,4X,ATLANTIC HALIBUT - HAL,1
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,ATLANTIC HERRING - HER,226372
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,ATLANTIC COD - COD,30770
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,HADDOCK - HAD,28837
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,ATLANTIC COD - COD,15252
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,POLLOCK (SAITHE) - POK,10416
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,ATLANTIC COD - COD,10355
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,HADDOCK - HAD,8392
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,ATLANTIC COD - COD,6208
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,POLLOCK (SAITHE) - POK,5354
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,SEA SCALLOP - SCA,5343
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,AMERICAN PLAICE - PLA,5050
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,AMERICAN LOBSTER - LBA,4832
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,YELLOWTAIL FLOUNDER - YEL,4144
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,ATLANTIC MACKEREL - MAC,2872
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,CUSK (TUSK) - USK,2577
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,WITCH FLOUNDER - WIT,2405
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,WITCH FLOUNDER - WIT,2370
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,ATLANTIC REDFISHES (NS) - RED,2109
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,WITCH FLOUNDER - WIT,1964
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,ATLANTIC MACKEREL - MAC,1765
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,SOFT CLAM - CLS,1487
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,ATLANTIC REDFISHES (NS) - RED,1350
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,ALEWIFE - ALE,1330
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,AMERICAN PLAICE - PLA,1301
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,ATLANTIC REDFISHES (NS) - RED,1207
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,ATLANTIC HERRING - HER,1204
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,AMERICAN PLAICE - PLA,1185
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,ATLANTIC MACKEREL - MAC,1138
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,WINTER FLOUNDER - FLW,1115
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,HADDOCK - HAD,1085
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,SWORDFISH - SWO,1020
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,WHITE HAKE - HKW,965
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,WOLFFISHES (CATFISH) (NS) - CAT,954
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,YELLOWTAIL FLOUNDER - YEL,934
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,AMERICAN PLAICE - PLA,867
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,AMERICAN LOBSTER - LBA,768
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,SWORDFISH - SWO,730
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,WITCH FLOUNDER - WIT,694
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,ATLANTIC HALIBUT - HAL,601
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,GROUNDFISHES (NS) - GRO,592
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,PINK (=PANDALID) SHRIMPS - PAN,592
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,CUSK (TUSK) - USK,505
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,AMERICAN LOBSTER - LBA,477
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,POLLOCK (SAITHE) - POK,409
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,ATLANTIC REDFISHES (NS) - RED,379
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,ATLANTIC HALIBUT - HAL,362
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,WOLFFISHES (CATFISH) (NS) - CAT,350
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,WHITE HAKE - HKW,325
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4W,GROUNDFISHES (NS) - GRO,267
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,SWORDFISH - SWO,250
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,ATLANTIC HERRING - HER,237
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,GROUNDFISHES (NS) - GRO,237
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,CLAMS (NS) - CLX,222
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,SEA SCALLOP - SCA,188
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,YELLOWTAIL FLOUNDER - YEL,173
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,ATLANTIC HALIBUT - HAL,169
